,House Style,Roof Style,Roof Matl,Exterior 1st,Exterior 2nd,Foundation,Bsmt Qual,Bsmt Cond,Bsmt Exposure,BsmtFin Type 1,BsmtFin Type 2,Bsmt Full Bath,Bsmt Half Bath,Full Bath,Half Bath,Bedroom AbvGr,Kitchen AbvGr,Kitchen Qual,TotRms AbvGrd,Fireplaces,Garage Type,Garage Finish,Garage Cars,Paved Drive
166,1.5Fin,Gable,CompShg,Wd Sdng,Wd Sdng,PConc,TA,TA,No,Unf,Unf,0.0,0.0,1,0,2,1,TA,5,1,Detchd,Unf,1.0,Y
167,2Story,Gable,CompShg,Plywood,Brk Cmn,CBlock,TA,TA,No,ALQ,Unf,0.0,0.0,2,1,3,1,TA,7,1,Attchd,Unf,2.0,Y
168,1.5Fin,Gable,CompShg,MetalSd,MetalSd,BrkTil,Gd,TA,No,BLQ,Unf,1.0,0.0,1,0,2,1,Fa,5,0,Detchd,Unf,1.0,Y
169,SFoyer,Gable,CompShg,VinylSd,VinylSd,PConc,Gd,TA,Av,LwQ,ALQ,1.0,0.0,1,0,2,1,TA,5,0,Attchd,Unf,2.0,Y
170,1Story,Gable,CompShg,VinylSd,VinylSd,CBlock,Fa,TA,No,Unf,Unf,0.0,0.0,1,0,3,1,TA,6,0,Detchd,Unf,1.0,Y
171,1.5Fin,Gable,CompShg,Wd Sdng,Wd Shng,PConc,TA,TA,No,Unf,Unf,0.0,0.0,1,0,3,1,Gd,7,0,Detchd,Unf,2.0,P
172,1Story,Hip,CompShg,VinylSd,VinylSd,PConc,Gd,TA,No,Unf,Unf,0.0,0.0,2,0,2,1,Gd,4,0,Attchd,RFn,2.0,Y
173,2Story,Gable,CompShg,MetalSd,MetalSd,CBlock,TA,TA,No,LwQ,Unf,0.0,0.0,1,1,3,1,Gd,7,2,Attchd,Unf,1.0,Y
174,1Story,Gable,CompShg,Plywood,Plywood,CBlock,Gd,TA,No,ALQ,Unf,0.0,0.0,2,0,3,1,TA,7,1,Attchd,RFn,2.0,Y
175,2Story,Gable,CompShg,Wd Sdng,Wd Shng,BrkTil,TA,TA,Mn,Unf,Unf,0.0,0.0,2,0,5,1,TA,10,1,Detchd,Unf,2.0,Y
176,2Story,Gable,CompShg,VinylSd,VinylSd,PConc,Gd,TA,No,GLQ,Unf,1.0,0.0,2,1,3,1,Gd,7,1,Attchd,Fin,2.0,Y
177,1Story,Gable,CompShg,Wd Sdng,Wd Sdng,CBlock,TA,TA,No,LwQ,BLQ,0.0,1.0,1,0,3,1,TA,6,1,Attchd,Unf,1.0,Y
178,2Story,Hip,CompShg,Wd Sdng,ImStucc,PConc,Gd,TA,Gd,GLQ,Unf,1.0,0.0,2,1,3,1,Gd,9,1,Attchd,RFn,3.0,Y
179,2Story,Gable,CompShg,HdBoard,HdBoard,CBlock,TA,TA,No,Rec,Unf,0.0,0.0,1,1,2,1,TA,5,0,Detchd,Unf,1.0,Y
180,1Story,Gable,CompShg,VinylSd,VinylSd,PConc,Gd,TA,No,Unf,Unf,0.0,0.0,2,0,2,1,TA,5,0,Attchd,RFn,2.0,Y
181,1Story,Gable,CompShg,MetalSd,MetalSd,CBlock,TA,TA,No,GLQ,Unf,1.0,0.0,1,0,2,1,TA,6,0,Attchd,Unf,2.0,Y
182,1Story,Gable,CompShg,HdBoard,HdBoard,CBlock,Gd,TA,No,ALQ,Unf,1.0,0.0,1,1,3,1,TA,6,0,Attchd,RFn,2.0,Y
184,2Story,Gable,CompShg,VinylSd,VinylSd,PConc,Gd,TA,No,GLQ,Unf,1.0,0.0,2,1,3,1,Gd,8,0,Attchd,RFn,2.0,Y
185,1Story,Gable,CompShg,VinylSd,VinylSd,PConc,Gd,TA,No,Unf,Unf,0.0,0.0,2,0,3,1,Gd,6,1,Attchd,Unf,2.0,Y
186,1.5Fin,Hip,CompShg,HdBoard,HdBoard,PConc,Gd,TA,No,GLQ,Unf,0.0,0.0,2,1,4,1,Gd,9,1,Attchd,Fin,2.0,Y
187,1Story,Gable,CompShg,VinylSd,VinylSd,PConc,Gd,TA,Gd,GLQ,Unf,1.0,0.0,2,0,3,1,Gd,6,0,Attchd,Unf,3.0,Y
188,2Story,Gable,CompShg,MetalSd,MetalSd,CBlock,TA,TA,No,Rec,Unf,0.0,0.0,2,1,4,1,Gd,8,2,Attchd,Fin,2.0,Y
189,2Story,Hip,CompShg,VinylSd,VinylSd,PConc,Ex,Gd,No,Unf,Unf,0.0,0.0,2,1,4,1,Ex,10,1,BuiltIn,Fin,3.0,Y
190,2Story,Hip,CompShg,VinylSd,VinylSd,PConc,Ex,TA,Gd,GLQ,Unf,1.0,0.0,3,1,3,1,Ex,11,1,BuiltIn,Fin,3.0,Y
191,1Story,Shed,WdShngl,Wd Sdng,Wd Sdng,CBlock,Gd,Gd,Gd,LwQ,GLQ,2.0,0.0,0,1,0,1,Gd,5,2,Attchd,Fin,2.0,Y
192,1Story,Gable,CompShg,Plywood,ImStucc,PConc,TA,TA,Gd,ALQ,Unf,1.0,0.0,2,0,2,1,Gd,5,2,Attchd,RFn,2.0,Y
193,1Story,Gable,CompShg,HdBoard,HdBoard,CBlock,Gd,TA,No,Unf,Unf,0.0,0.0,2,0,3,1,TA,6,1,Attchd,RFn,2.0,Y
194,2Story,Gable,CompShg,MetalSd,MetalSd,CBlock,TA,TA,No,LwQ,Unf,1.0,1.0,2,2,6,2,TA,12,0,Detchd,Unf,4.0,Y
195,1Story,Hip,CompShg,VinylSd,VinylSd,PConc,Ex,TA,Gd,GLQ,Unf,1.0,0.0,2,1,2,1,Ex,6,0,Attchd,Fin,3.0,Y
196,1Story,Gable,CompShg,VinylSd,VinylSd,PConc,Gd,TA,No,Unf,Unf,0.0,0.0,2,0,2,1,Gd,6,0,Attchd,RFn,3.0,Y
197,1.5Fin,Gable,CompShg,AsbShng,AsbShng,BrkTil,Fa,Fa,No,Unf,Unf,0.0,0.0,2,0,3,1,TA,7,0,Detchd,Unf,2.0,N
198,2Story,Hip,CompShg,VinylSd,VinylSd,PConc,Gd,TA,Av,Unf,Unf,0.0,0.0,2,1,3,1,Gd,8,1,Attchd,Fin,2.0,Y
199,1Story,Hip,CompShg,VinylSd,VinylSd,PConc,Ex,TA,Gd,GLQ,Unf,0.0,0.0,2,0,3,1,Ex,8,1,Attchd,Fin,3.0,Y
200,SLvl,Gable,CompShg,CemntBd,CmentBd,CBlock,Gd,TA,Av,GLQ,Unf,1.0,0.0,1,0,2,1,TA,4,0,BuiltIn,Fin,1.0,Y
201,2Story,Gable,CompShg,VinylSd,VinylSd,PConc,Ex,TA,Av,GLQ,Unf,1.0,0.0,2,1,3,1,Ex,10,1,Attchd,Fin,3.0,Y
202,2Story,Gable,CompShg,VinylSd,VinylSd,PConc,Gd,TA,No,Unf,Unf,0.0,0.0,2,1,4,1,Gd,8,1,BuiltIn,Fin,3.0,Y
203,2.5Unf,Gable,CompShg,MetalSd,MetalSd,CBlock,TA,TA,No,Rec,Unf,0.0,0.0,2,0,4,1,TA,7,2,Detchd,Unf,1.0,Y
204,2Story,Gable,CompShg,VinylSd,VinylSd,PConc,Gd,TA,No,Unf,Unf,0.0,0.0,2,1,3,1,Gd,7,0,Attchd,Fin,2.0,Y
205,1.5Fin,Gable,CompShg,VinylSd,VinylSd,CBlock,TA,Fa,No,Rec,Unf,0.0,0.0,1,0,2,1,TA,5,0,Detchd,Fin,2.0,P
206,2Story,Hip,CompShg,Wd Sdng,Stucco,BrkTil,Gd,TA,No,BLQ,Unf,1.0,0.0,2,1,4,1,TA,10,1,Detchd,Unf,3.0,N
207,1Story,Hip,CompShg,Plywood,HdBoard,CBlock,TA,TA,No,Rec,Unf,1.0,0.0,1,0,2,1,TA,7,1,Attchd,Unf,2.0,Y
208,1Story,Gable,CompShg,VinylSd,VinylSd,PConc,Gd,TA,Gd,Unf,Unf,0.0,0.0,2,0,2,1,Gd,7,1,Attchd,Fin,2.0,Y
209,SFoyer,Gable,CompShg,Plywood,Plywood,CBlock,Gd,TA,Av,GLQ,LwQ,1.0,0.0,1,1,2,1,TA,5,2,Attchd,RFn,2.0,Y
210,1Story,Gable,CompShg,Wd Sdng,Wd Sdng,CBlock,TA,TA,No,ALQ,Unf,1.0,0.0,1,0,2,1,TA,5,1,Attchd,Fin,2.0,Y
211,1Story,Gable,CompShg,VinylSd,VinylSd,PConc,Gd,TA,Mn,Unf,Unf,0.0,0.0,2,0,3,1,Gd,6,0,Attchd,Fin,2.0,Y
212,1Story,Gable,CompShg,VinylSd,VinylSd,PConc,Ex,TA,No,Unf,Unf,0.0,0.0,2,0,3,1,Gd,6,0,Attchd,Fin,2.0,Y
213,1Story,Gable,CompShg,VinylSd,VinylSd,CBlock,TA,TA,No,GLQ,Unf,1.0,0.0,1,0,3,1,Gd,6,0,Attchd,Fin,1.0,Y
214,1Story,Gable,CompShg,MetalSd,MetalSd,CBlock,Gd,TA,Gd,ALQ,Unf,1.0,0.0,1,0,3,1,TA,6,0,Attchd,RFn,1.0,Y
215,1Story,Gable,CompShg,VinylSd,VinylSd,PConc,Gd,TA,No,GLQ,Unf,0.0,0.0,2,0,2,1,Gd,6,1,Attchd,Fin,2.0,Y
216,1Story,Hip,CompShg,Wd Sdng,Wd Sdng,CBlock,TA,TA,No,GLQ,Unf,1.0,0.0,1,0,2,1,Gd,5,0,Attchd,Unf,1.0,Y
217,1.5Fin,Gable,CompShg,MetalSd,MetalSd,BrkTil,Fa,Fa,No,Unf,Unf,0.0,0.0,1,0,1,1,Fa,5,0,Attchd,Unf,1.0,Y
218,1Story,Hip,CompShg,Wd Sdng,Wd Sdng,CBlock,TA,TA,No,BLQ,Unf,1.0,0.0,1,0,2,1,TA,6,1,Attchd,RFn,2.0,Y
219,1Story,Gable,CompShg,MetalSd,MetalSd,PConc,Fa,Fa,No,Unf,Unf,0.0,0.0,1,0,2,1,Fa,5,1,Basment,Unf,1.0,Y
220,2Story,Gable,CompShg,VinylSd,VinylSd,PConc,Gd,TA,No,Unf,Unf,0.0,0.0,2,1,3,1,Gd,6,0,Attchd,RFn,2.0,Y
221,1Story,Hip,CompShg,Wd Sdng,Wd Sdng,CBlock,TA,TA,No,Rec,Unf,1.0,0.0,1,0,3,1,TA,6,0,Attchd,Unf,1.0,Y
222,2Story,Gable,CompShg,CemntBd,CmentBd,PConc,Gd,TA,No,Unf,Unf,0.0,0.0,2,1,4,1,Gd,9,0,Attchd,Fin,2.0,Y
223,1Story,Flat,CompShg,BrkFace,Plywood,CBlock,Gd,TA,Gd,BLQ,ALQ,1.0,0.0,1,0,1,1,TA,4,1,Attchd,RFn,2.0,Y
224,SLvl,Gable,CompShg,VinylSd,VinylSd,PConc,Gd,TA,No,Unf,Unf,0.0,0.0,2,1,3,1,TA,7,1,BuiltIn,RFn,2.0,Y
225,1Story,Gable,CompShg,VinylSd,VinylSd,PConc,Gd,TA,No,GLQ,Unf,1.0,0.0,2,0,3,1,Gd,6,0,Detchd,Unf,2.0,Y
226,1Story,Hip,CompShg,VinylSd,VinylSd,PConc,Ex,TA,No,GLQ,Unf,1.0,0.0,2,0,2,1,TA,5,0,Attchd,Fin,2.0,Y
227,2Story,Hip,CompShg,VinylSd,VinylSd,PConc,Gd,Gd,No,Unf,Unf,0.0,0.0,2,1,4,1,Ex,11,1,BuiltIn,Fin,3.0,Y
228,1.5Fin,Gable,CompShg,VinylSd,VinylSd,CBlock,TA,Fa,No,LwQ,Unf,0.0,0.0,2,0,3,1,TA,5,0,Detchd,Unf,2.0,Y
229,SLvl,Gable,CompShg,HdBoard,HdBoard,CBlock,TA,TA,No,BLQ,Unf,0.0,0.0,3,0,5,1,TA,9,1,Attchd,Unf,2.0,Y
230,1Story,Hip,CompShg,MetalSd,MetalSd,PConc,Ex,TA,No,GLQ,Unf,1.0,0.0,1,1,1,1,Ex,7,1,Attchd,Fin,3.0,Y
231,SLvl,Gable,CompShg,HdBoard,HdBoard,CBlock,Gd,TA,Av,GLQ,Unf,1.0,0.0,2,0,3,1,Gd,5,1,Attchd,RFn,2.0,Y
232,2Story,Gable,CompShg,Wd Sdng,Wd Shng,BrkTil,TA,Gd,No,ALQ,Unf,1.0,0.0,1,0,3,1,Gd,7,1,Detchd,Unf,3.0,Y
233,1Story,Gable,CompShg,Plywood,Plywood,CBlock,Gd,TA,No,ALQ,BLQ,0.0,1.0,2,0,3,1,Gd,6,0,Attchd,Unf,2.0,Y
234,SLvl,Gable,CompShg,VinylSd,VinylSd,PConc,Gd,TA,Gd,GLQ,Unf,1.0,0.0,2,0,2,1,Gd,5,0,Attchd,Fin,2.0,Y
236,1Story,Gable,CompShg,MetalSd,MetalSd,CBlock,TA,TA,Mn,ALQ,Unf,1.0,0.0,1,1,3,1,Gd,6,1,Attchd,RFn,2.0,Y
237,2Story,Gable,CompShg,VinylSd,VinylSd,CBlock,Gd,TA,No,Rec,Unf,0.0,0.0,2,1,4,1,Gd,8,1,Attchd,Fin,1.0,Y
238,1Story,Hip,CompShg,HdBoard,HdBoard,CBlock,Gd,TA,No,Rec,Unf,1.0,0.0,1,0,3,1,TA,6,0,Attchd,RFn,2.0,Y
239,1.5Fin,Gable,CompShg,Stucco,Wd Sdng,BrkTil,TA,TA,No,ALQ,Unf,0.0,0.0,2,0,4,1,TA,7,1,Detchd,Unf,2.0,Y
241,1Story,Gable,CompShg,Wd Sdng,Plywood,CBlock,TA,TA,Mn,LwQ,Unf,1.0,0.0,1,0,2,1,TA,6,1,Attchd,RFn,1.0,Y
242,1Story,Gable,CompShg,VinylSd,VinylSd,PConc,Gd,TA,Av,ALQ,Unf,0.0,0.0,2,0,2,1,Gd,6,1,Attchd,RFn,2.0,Y
243,1Story,Gable,CompShg,CemntBd,CmentBd,PConc,Gd,TA,No,GLQ,Unf,1.0,0.0,2,0,2,1,Gd,6,0,Attchd,Fin,2.0,Y
244,1Story,Gable,CompShg,Wd Sdng,Wd Sdng,BrkTil,Fa,Fa,No,ALQ,Unf,1.0,0.0,1,0,2,1,TA,5,1,Detchd,Unf,1.0,Y
245,1Story,Gable,CompShg,Plywood,Plywood,CBlock,Gd,TA,Gd,GLQ,Unf,0.0,1.0,2,0,3,1,Fa,6,1,Attchd,Fin,2.0,Y
246,2Story,Gable,CompShg,HdBoard,HdBoard,PConc,Gd,Gd,No,GLQ,Rec,1.0,0.0,2,0,2,1,Gd,5,1,Attchd,RFn,2.0,Y
247,1Story,Hip,CompShg,Wd Sdng,Wd Sdng,CBlock,TA,TA,No,ALQ,Unf,1.0,0.0,1,0,3,1,Gd,6,0,Attchd,RFn,1.0,Y
248,1Story,Hip,CompShg,MetalSd,MetalSd,CBlock,TA,TA,No,Rec,Unf,0.0,0.0,1,0,3,1,TA,5,0,Detchd,Unf,1.0,Y
250,2Story,Gable,CompShg,VinylSd,VinylSd,PConc,Gd,TA,Av,Unf,Unf,0.0,0.0,2,1,4,1,Gd,9,1,Attchd,RFn,3.0,Y
251,1Story,Hip,CompShg,HdBoard,HdBoard,PConc,Gd,TA,No,BLQ,Unf,1.0,0.0,1,0,3,1,TA,6,0,Attchd,RFn,2.0,Y
252,2Story,Gable,CompShg,MetalSd,MetalSd,PConc,TA,TA,No,Rec,Unf,0.0,0.0,1,0,2,1,TA,5,0,Basment,Unf,1.0,Y
253,1Story,Gable,CompShg,VinylSd,VinylSd,PConc,Gd,TA,Av,GLQ,Unf,1.0,0.0,2,0,3,1,Gd,6,1,Attchd,RFn,2.0,Y
254,1Story,Gable,CompShg,VinylSd,VinylSd,PConc,Gd,TA,Mn,GLQ,Unf,1.0,0.0,2,0,3,1,Gd,6,0,Attchd,Unf,2.0,Y
255,1.5Fin,Gable,CompShg,MetalSd,MetalSd,BrkTil,TA,TA,No,Unf,Unf,0.0,0.0,2,0,2,1,TA,8,0,Detchd,Unf,2.0,Y
257,2Story,Gable,CompShg,VinylSd,VinylSd,PConc,Gd,TA,Av,GLQ,Unf,0.0,0.0,2,1,3,1,TA,8,1,Attchd,RFn,2.0,Y
258,2Story,Gable,CompShg,HdBoard,HdBoard,CBlock,Fa,TA,Mn,BLQ,Unf,1.0,0.0,2,0,3,2,TA,7,0,CarPort,Unf,2.0,Y
259,1.5Fin,Gable,CompShg,Wd Sdng,Wd Sdng,CBlock,TA,TA,No,Rec,Unf,0.0,0.0,1,1,3,1,TA,6,0,Detchd,Unf,1.0,P
261,1Story,Gambrel,CompShg,VinylSd,VinylSd,PConc,TA,TA,No,Unf,Unf,0.0,0.0,1,0,2,1,TA,4,0,Detchd,Unf,1.0,N
262,1Story,Gable,CompShg,Plywood,Plywood,CBlock,TA,TA,No,ALQ,Unf,1.0,0.0,1,0,3,1,Gd,6,0,Attchd,Unf,1.0,Y
263,1Story,Gable,CompShg,MetalSd,MetalSd,CBlock,Gd,TA,No,Rec,Unf,0.0,0.0,1,0,2,1,TA,5,0,Attchd,RFn,1.0,Y
265,1Story,Gable,CompShg,Plywood,ImStucc,PConc,Gd,TA,No,GLQ,Unf,1.0,0.0,2,0,2,1,Gd,5,0,Attchd,RFn,2.0,Y
266,1Story,Gable,CompShg,Plywood,Plywood,CBlock,TA,TA,No,ALQ,Unf,1.0,0.0,1,0,3,1,TA,6,0,Attchd,Fin,1.0,Y
267,1Story,Gable,CompShg,HdBoard,HdBoard,CBlock,TA,TA,No,Rec,LwQ,1.0,0.0,1,0,3,1,TA,5,0,Detchd,Unf,2.0,N
268,2Story,Gable,CompShg,VinylSd,VinylSd,PConc,Gd,TA,No,GLQ,Unf,1.0,0.0,2,1,3,1,Gd,7,1,Attchd,Fin,2.0,Y
269,2Story,Gable,CompShg,MetalSd,MetalSd,PConc,Gd,TA,No,Unf,Unf,0.0,0.0,2,1,2,1,Gd,4,0,Detchd,RFn,2.0,Y
270,2Story,Gable,CompShg,VinylSd,VinylSd,PConc,Ex,TA,Gd,Unf,Unf,0.0,0.0,2,1,4,1,Gd,9,1,BuiltIn,Fin,3.0,Y
271,1Story,Gable,CompShg,VinylSd,VinylSd,CBlock,Gd,TA,Mn,Rec,GLQ,1.0,0.0,1,0,2,1,Gd,5,0,Attchd,Unf,2.0,Y
272,2Story,Gable,CompShg,VinylSd,VinylSd,PConc,Gd,TA,No,Unf,Unf,0.0,0.0,2,1,3,1,TA,8,0,Attchd,RFn,2.0,Y
273,1Story,Gable,CompShg,VinylSd,VinylSd,CBlock,TA,TA,No,ALQ,BLQ,1.0,0.0,1,0,3,1,Gd,5,0,Detchd,RFn,2.0,Y
274,1Story,Gable,CompShg,HdBoard,HdBoard,CBlock,Gd,Fa,No,Unf,Unf,0.0,0.0,2,0,3,1,TA,7,1,Attchd,Unf,2.0,Y
275,SLvl,Hip,CompShg,Wd Sdng,Wd Sdng,CBlock,TA,TA,Av,BLQ,Rec,1.0,0.0,1,0,3,1,TA,6,1,Basment,RFn,1.0,Y
277,1Story,Gable,CompShg,VinylSd,VinylSd,PConc,Gd,TA,Av,GLQ,Unf,0.0,0.0,2,0,2,1,Gd,7,1,Attchd,Fin,2.0,Y
278,2Story,Gable,CompShg,MetalSd,MetalSd,CBlock,Gd,TA,No,LwQ,GLQ,1.0,0.0,2,1,3,1,TA,6,1,Attchd,Fin,2.0,Y
279,1Story,Gable,CompShg,VinylSd,VinylSd,CBlock,TA,TA,No,LwQ,Rec,1.0,0.0,1,0,3,1,TA,5,0,Detchd,Unf,2.0,Y
280,1Story,Gable,CompShg,Stucco,Stucco,BrkTil,TA,TA,No,BLQ,Unf,0.0,0.0,1,0,3,1,TA,6,1,Detchd,Unf,2.0,Y
281,1Story,Hip,CompShg,MetalSd,MetalSd,PConc,Ex,TA,No,GLQ,Unf,1.0,0.0,2,0,2,1,Ex,6,1,Attchd,RFn,3.0,Y
282,2Story,Gable,CompShg,Plywood,Brk Cmn,CBlock,TA,TA,No,ALQ,Unf,0.0,0.0,2,1,3,1,Gd,6,1,Attchd,Unf,2.0,Y
283,2Story,Gable,CompShg,VinylSd,VinylSd,PConc,Gd,TA,No,Unf,Unf,0.0,0.0,2,1,3,1,Gd,7,0,Attchd,RFn,2.0,Y
284,SLvl,Gable,CompShg,HdBoard,HdBoard,PConc,Gd,TA,No,Unf,Unf,0.0,0.0,2,1,3,1,Gd,7,1,Attchd,Fin,2.0,Y
285,1Story,Hip,CompShg,Wd Sdng,Wd Sdng,PConc,Gd,TA,No,BLQ,LwQ,0.0,0.0,2,0,3,1,TA,7,1,Attchd,Fin,2.0,Y
286,1Story,Gable,CompShg,CemntBd,CmentBd,CBlock,Ex,TA,Gd,GLQ,Unf,1.0,0.0,2,0,3,1,Ex,9,1,Attchd,Fin,3.0,Y
287,1Story,Gable,CompShg,HdBoard,HdBoard,PConc,Gd,TA,No,BLQ,Unf,1.0,0.0,2,0,2,1,TA,5,0,Detchd,Unf,2.0,Y
288,2Story,Gable,CompShg,VinylSd,VinylSd,PConc,Gd,TA,No,Unf,Unf,0.0,0.0,2,1,3,1,Gd,8,0,Attchd,Fin,2.0,Y
289,SFoyer,Gable,CompShg,VinylSd,VinylSd,PConc,Gd,Gd,Gd,GLQ,Unf,2.0,0.0,2,0,2,2,TA,8,0,Attchd,Fin,4.0,Y
290,1Story,Gable,CompShg,Plywood,Plywood,CBlock,TA,TA,No,BLQ,Unf,0.0,0.0,2,0,4,2,TA,8,0,2Types,Unf,3.0,Y
291,1.5Fin,Gable,CompShg,MetalSd,MetalSd,CBlock,TA,TA,No,Unf,Unf,0.0,0.0,1,0,3,1,TA,5,0,Attchd,Unf,1.0,Y
292,SLvl,Gable,CompShg,MetalSd,MetalSd,CBlock,TA,TA,No,Unf,Unf,0.0,0.0,3,0,4,1,Gd,8,1,Attchd,RFn,2.0,Y
293,1Story,Gable,CompShg,VinylSd,VinylSd,PConc,Gd,TA,Mn,GLQ,Unf,1.0,0.0,1,0,1,1,Gd,3,0,Attchd,RFn,2.0,Y
294,1Story,Gable,CompShg,Plywood,Brk Cmn,CBlock,Gd,TA,No,ALQ,LwQ,0.0,1.0,2,0,2,1,TA,4,1,Attchd,RFn,2.0,Y
295,1Story,Gable,CompShg,Wd Sdng,Wd Sdng,PConc,Gd,TA,Mn,GLQ,Unf,1.0,0.0,1,0,2,1,Gd,6,1,Attchd,Unf,2.0,Y
296,1Story,Gable,CompShg,VinylSd,VinylSd,BrkTil,TA,TA,No,Unf,Unf,0.0,0.0,1,0,2,1,TA,5,0,Detchd,Unf,2.0,Y
297,SLvl,Gable,CompShg,CemntBd,CmentBd,CBlock,Gd,TA,Gd,GLQ,Unf,1.0,0.0,1,0,2,1,TA,5,0,BuiltIn,Unf,1.0,Y
298,1.5Fin,Gable,CompShg,BrkComm,Brk Cmn,BrkTil,TA,TA,No,BLQ,Rec,1.0,0.0,2,0,3,1,Fa,7,1,Attchd,Unf,1.0,Y
299,2Story,Gable,CompShg,VinylSd,VinylSd,PConc,Gd,TA,No,Unf,Unf,0.0,0.0,2,1,3,1,Gd,7,0,Attchd,RFn,2.0,Y
300,1Story,Hip,CompShg,BrkFace,BrkFace,PConc,Gd,TA,Gd,LwQ,GLQ,1.0,0.0,1,1,1,1,Gd,4,1,Attchd,Fin,2.0,Y
301,1.5Fin,Gable,CompShg,WdShing,Wd Shng,CBlock,TA,TA,No,ALQ,Unf,0.0,0.0,2,0,4,1,TA,7,0,Attchd,Fin,1.0,Y
302,2Story,Gable,CompShg,MetalSd,MetalSd,CBlock,TA,TA,No,Rec,Unf,0.0,0.0,1,1,3,1,Fa,7,1,Attchd,Unf,1.0,Y
303,SLvl,Gable,CompShg,Wd Sdng,Wd Sdng,CBlock,Ex,TA,Av,Unf,Unf,0.0,0.0,1,0,3,1,TA,6,0,Basment,Unf,1.0,Y
304,1Story,Hip,CompShg,Wd Sdng,Wd Sdng,CBlock,TA,TA,No,ALQ,Unf,0.0,0.0,1,1,3,1,Gd,6,0,Attchd,Unf,1.0,Y
305,1Story,Hip,CompShg,HdBoard,HdBoard,CBlock,TA,TA,No,BLQ,Rec,0.0,0.0,1,0,3,1,TA,5,0,Attchd,Unf,2.0,Y
306,1Story,Gable,CompShg,Wd Sdng,AsbShng,CBlock,TA,Fa,No,Unf,Unf,0.0,0.0,1,0,2,1,TA,4,0,CarPort,Unf,1.0,N
307,1.5Fin,Gable,CompShg,VinylSd,VinylSd,CBlock,TA,TA,No,Unf,Unf,0.0,0.0,1,1,3,1,TA,6,0,Detchd,Unf,2.0,Y
308,2.5Unf,Gable,CompShg,AsbShng,AsbShng,BrkTil,Gd,TA,No,Rec,Unf,0.0,0.0,1,1,3,1,TA,8,1,Detchd,Unf,2.0,P
309,1Story,Gable,CompShg,HdBoard,HdBoard,CBlock,Gd,TA,Av,GLQ,Unf,1.0,0.0,1,0,1,1,Gd,4,1,Attchd,RFn,2.0,Y
310,1Story,Hip,CompShg,VinylSd,VinylSd,PConc,Ex,TA,Gd,GLQ,Unf,1.0,0.0,2,0,3,1,Gd,6,1,Attchd,RFn,3.0,Y
311,2Story,Gable,CompShg,HdBoard,HdBoard,CBlock,TA,TA,No,Rec,Unf,0.0,0.0,2,1,4,1,TA,8,1,Attchd,RFn,2.0,Y
312,1.5Fin,Gambrel,CompShg,MetalSd,MetalSd,BrkTil,TA,Fa,No,Unf,Unf,0.0,0.0,2,0,4,1,TA,7,0,Detchd,Unf,1.0,P
313,2Story,Gable,CompShg,CemntBd,CmentBd,PConc,Gd,TA,No,GLQ,Unf,1.0,0.0,2,0,2,1,Gd,7,0,Attchd,Fin,2.0,Y
314,1Story,Gable,CompShg,HdBoard,HdBoard,CBlock,TA,TA,No,Unf,Unf,0.0,0.0,1,1,3,1,TA,8,1,Attchd,RFn,1.0,Y
315,2Story,Gable,CompShg,CemntBd,CmentBd,CBlock,TA,TA,No,Rec,Unf,0.0,0.0,1,1,3,1,TA,5,0,CarPort,Unf,1.0,Y
316,1Story,Hip,CompShg,MetalSd,MetalSd,PConc,Ex,TA,No,GLQ,Unf,1.0,0.0,2,0,2,1,Ex,6,1,Attchd,RFn,2.0,Y
317,2Story,Hip,CompShg,VinylSd,VinylSd,PConc,Ex,Gd,Gd,GLQ,Unf,0.0,0.0,2,1,4,1,Gd,11,1,BuiltIn,Fin,3.0,Y
318,1Story,Gable,CompShg,VinylSd,VinylSd,PConc,Ex,TA,No,Unf,Unf,0.0,0.0,2,0,2,1,Ex,7,0,Attchd,Fin,2.0,Y
319,2Story,Hip,WdShake,VinylSd,VinylSd,PConc,Gd,TA,Av,BLQ,GLQ,1.0,0.0,2,1,4,1,Gd,9,1,Attchd,Fin,3.0,Y
320,1.5Fin,Gable,CompShg,MetalSd,MetalSd,CBlock,TA,TA,No,Rec,Unf,0.0,0.0,1,1,2,1,TA,7,0,Detchd,Unf,2.0,Y
321,2Story,Gable,CompShg,VinylSd,VinylSd,PConc,Gd,TA,No,Unf,Unf,0.0,0.0,2,1,3,1,Gd,7,1,BuiltIn,Fin,2.0,Y
322,1Story,Hip,CompShg,VinylSd,VinylSd,PConc,Gd,TA,No,Unf,Unf,0.0,0.0,2,0,3,1,Gd,7,0,Attchd,RFn,2.0,Y
323,1Story,Gable,CompShg,Plywood,HdBoard,CBlock,TA,TA,No,ALQ,Unf,0.0,1.0,1,0,3,1,TA,5,0,Attchd,RFn,1.0,Y
324,1Story,Gable,CompShg,MetalSd,MetalSd,CBlock,TA,TA,No,ALQ,Unf,1.0,0.0,1,0,3,1,TA,6,0,Attchd,RFn,2.0,Y
325,2Story,Gable,CompShg,MetalSd,MetalSd,PConc,TA,TA,No,BLQ,Unf,0.0,0.0,1,0,3,1,TA,6,0,Detchd,Unf,1.0,Y
326,1Story,Gable,CompShg,Plywood,Plywood,CBlock,TA,TA,No,Unf,Unf,0.0,0.0,2,0,4,2,TA,8,0,Detchd,Unf,2.0,Y
