,MS SubClass,MS Zoning,Lot Config,Neighborhood,Condition 1,Condition 2,Bldg Type,Land Contour,Land Slope,Street,Lot Shape
994,1 Storey Newer All,Residential Low Density,Inside,CollgCr,Norm,Norm,1Fam,Lvl,Gtl,Pave,Reg
995,1 Storey Newer All,Residential Low Density,Inside,Sawyer,Norm,Norm,1Fam,Lvl,Gtl,Pave,Reg
996,1.5 Finished,Residential Low Density,Inside,BrkSide,RRAn,Norm,1Fam,Lvl,Gtl,Pave,Reg
997,1 Storey Newer All,Residential Low Density,Inside,Sawyer,RRAe,Norm,1Fam,Lvl,Gtl,Pave,Reg
998,1 Storey Newer All,Residential Low Density,Inside,Timber,Norm,Norm,1Fam,Lvl,Gtl,Pave,Reg
999,2 Storey 1946 Newer,Residential Low Density,Inside,CollgCr,Norm,Norm,1Fam,Lvl,Gtl,Pave,IR1
1000,1 Storey Newer All,Residential Low Density,Inside,ClearCr,Norm,Norm,1Fam,Lvl,Gtl,Pave,IR1
1001,1 Storey 1945 older,Residential Medium Density,FR2,BrkSide,Feedr,Norm,1Fam,Lvl,Gtl,Pave,Reg
1002,1 Storey Newer All,Residential Low Density,Inside,NAmes,Norm,Norm,1Fam,Lvl,Gtl,Pave,Reg
1003,1 Storey Newer All,Residential Low Density,Inside,CollgCr,Norm,Norm,1Fam,Lvl,Gtl,Pave,IR1
1004,2 Storey 1946 Newer,Residential Low Density,Inside,NoRidge,Norm,Norm,1Fam,Lvl,Gtl,Pave,IR1
1005,1 Storey PUD,Residential Low Density,Inside,SawyerW,Norm,Norm,TwnhsE,Lvl,Gtl,Pave,Reg
1006,2 Storey 1946 Newer,Residential Low Density,Inside,CollgCr,Norm,Norm,1Fam,Lvl,Gtl,Pave,IR3
1008,1 Storey PUD,Residential Medium Density,FR2,Mitchel,Norm,Norm,TwnhsE,Lvl,Gtl,Pave,Reg
1009,Split Foyer,Residential Low Density,CulDSac,Sawyer,RRAe,Norm,1Fam,Lvl,Gtl,Pave,IR1
1010,1.5 Finished,Residential Low Density,FR2,Edwards,Feedr,Norm,1Fam,Lvl,Gtl,Pave,Reg
1011,1 Storey Newer All,Residential Low Density,Inside,NAmes,Norm,Norm,1Fam,Lvl,Gtl,Pave,IR1
1012,1 Storey Newer All,Residential Low Density,Inside,NAmes,Norm,Norm,1Fam,Lvl,Gtl,Pave,Reg
1013,1 Storey Newer All,Residential Low Density,Inside,Mitchel,Norm,Norm,1Fam,Low,Mod,Pave,Reg
1014,1 Storey PUD,Residential Low Density,Inside,StoneBr,Norm,Norm,TwnhsE,HLS,Gtl,Pave,IR1
1015,1 Storey Newer All,Residential Low Density,Inside,NAmes,Norm,Norm,1Fam,Lvl,Gtl,Pave,Reg
1016,Duplex All,Residential Medium Density,Inside,Mitchel,Norm,Norm,Duplex,Lvl,Gtl,Pave,Reg
1017,2 Storey 1946 Older,Residential Low Density,Inside,Crawfor,Norm,Norm,1Fam,Bnk,Gtl,Pave,IR1
1018,1 Storey Newer All,Residential Low Density,Inside,Somerst,Norm,Norm,1Fam,Lvl,Gtl,Pave,Reg
1019,1.5 Finished,Residential Medium Density,Inside,BrkSide,Norm,Norm,1Fam,Lvl,Gtl,Pave,Reg
1020,2 Storey 1946 Newer,Residential Low Density,Corner,SawyerW,Norm,Norm,1Fam,Lvl,Gtl,Pave,Reg
1021,1 Storey Newer All,Residential Low Density,Inside,NAmes,Norm,Norm,1Fam,Lvl,Gtl,Pave,Reg
1024,1 Storey Newer All,Residential Low Density,Corner,CollgCr,Norm,Norm,1Fam,Lvl,Gtl,Pave,IR1
1025,1 Storey Newer All,Residential Low Density,FR2,Somerst,Feedr,Norm,1Fam,Lvl,Gtl,Pave,Reg
1026,2 Storey 1946 Older,Residential Medium Density,Inside,IDOTRR,Norm,Norm,1Fam,Bnk,Gtl,Pave,Reg
1027,1.5 Finished,Residential Low Density,Inside,Sawyer,Feedr,Norm,1Fam,Lvl,Gtl,Pave,Reg
1029,1 Storey Newer All,Residential Low Density,Inside,NAmes,Norm,Norm,1Fam,Lvl,Gtl,Pave,Reg
1030,2 Storey 1946 Newer,Residential Low Density,Inside,Gilbert,Norm,Norm,1Fam,Lvl,Gtl,Pave,Reg
1031,1 Storey Newer All,Residential Medium Density,Inside,OldTown,Feedr,RRNn,1Fam,HLS,Gtl,Pave,IR1
1032,2 Storey 1946 Newer,Residential Low Density,Inside,NWAmes,RRAn,Norm,1Fam,Lvl,Gtl,Pave,Reg
1033,2 Storey 1946 Newer,Residential Low Density,Inside,Mitchel,Norm,Norm,1Fam,Lvl,Gtl,Pave,Reg
1034,1 Storey Newer All,Residential Low Density,Inside,NAmes,Norm,Norm,1Fam,Lvl,Gtl,Pave,Reg
1035,2.5 Story All,Residential Medium Density,Inside,OldTown,Artery,Norm,1Fam,Lvl,Gtl,Pave,IR2
1036,1 Storey PUD,Residential Medium Density,Inside,Crawfor,Norm,Norm,TwnhsE,HLS,Mod,Pave,IR1
1038,1 Storey Newer All,Floating Village Residential,Inside,Somerst,Norm,Norm,1Fam,Lvl,Gtl,Pave,Reg
1039,1 Storey W/Finished Attic,Residential Low Density,Corner,Edwards,Norm,Norm,1Fam,Bnk,Gtl,Pave,Reg
1040,2 Storey PUD,Floating Village Residential,Inside,Somerst,Norm,Norm,Twnhs,Lvl,Gtl,Pave,Reg
1041,2 Storey PUD,Floating Village Residential,FR2,Somerst,Norm,Norm,TwnhsE,Lvl,Gtl,Pave,Reg
1042,1.5 Finished,Residential Medium Density,Inside,IDOTRR,Norm,Norm,1Fam,Lvl,Gtl,Pave,Reg
1043,Split,Residential Low Density,Inside,Gilbert,RRAn,Norm,1Fam,Lvl,Gtl,Pave,IR1
1044,1 Storey PUD,Residential Low Density,Inside,Blmngtn,Norm,Norm,TwnhsE,Lvl,Gtl,Pave,Reg
1045,Split,Residential Low Density,Inside,Gilbert,Norm,Norm,1Fam,HLS,Gtl,Pave,IR1
1046,1 Storey Newer All,Residential Low Density,Inside,NAmes,Norm,Norm,1Fam,Lvl,Gtl,Pave,IR1
1047,1 Storey Newer All,Residential Low Density,Corner,Sawyer,Norm,Norm,1Fam,Lvl,Gtl,Pave,Reg
1048,Split,Residential Low Density,Inside,Sawyer,Norm,Norm,1Fam,Lvl,Gtl,Pave,Reg
1050,1 Storey Newer All,Residential Low Density,Inside,CollgCr,Norm,Norm,1Fam,Lvl,Gtl,Pave,Reg
1052,1 Storey Newer All,Residential Low Density,CulDSac,ClearCr,Norm,Norm,1Fam,Low,Mod,Pave,IR1
1053,1 Storey Newer All,Residential Low Density,Inside,NAmes,Norm,Norm,1Fam,Lvl,Gtl,Pave,Reg
1054,1.5 Finished,Residential Low Density,Inside,Crawfor,Norm,Norm,1Fam,HLS,Gtl,Pave,IR1
1055,1 Storey Newer All,Residential Low Density,Inside,Sawyer,PosA,Norm,1Fam,Bnk,Mod,Pave,Reg
1056,2 Storey 1946 Newer,Residential Low Density,Inside,NridgHt,Norm,Norm,1Fam,Lvl,Gtl,Pave,Reg
1057,Duplex All,Residential Low Density,FR2,NAmes,Norm,Norm,Duplex,Lvl,Gtl,Pave,Reg
1058,1 Storey Newer All,Residential Low Density,Inside,NridgHt,Norm,Norm,1Fam,Lvl,Gtl,Pave,Reg
1059,1 Storey PUD,Residential Low Density,Inside,Blmngtn,Norm,Norm,TwnhsE,Lvl,Gtl,Pave,Reg
1060,1 Storey Newer All,Residential Low Density,Inside,CollgCr,Norm,Norm,1Fam,Lvl,Gtl,Pave,Reg
1061,1 Storey Newer All,Residential Low Density,Inside,CollgCr,Norm,Norm,1Fam,Lvl,Gtl,Pave,Reg
1062,1 Storey 1945 older,Residential Low Density,Inside,NAmes,Norm,Norm,1Fam,Lvl,Gtl,Pave,Reg
1063,1 Storey Newer All,Residential Low Density,Corner,NridgHt,Norm,Norm,1Fam,Lvl,Gtl,Pave,Reg
1064,1.5 Finished,Residential Medium Density,Inside,BrkSide,Norm,Norm,1Fam,Lvl,Gtl,Pave,Reg
1065,1.5 Finished,Residential Low Density,Inside,NAmes,Artery,Norm,1Fam,Lvl,Gtl,Pave,Reg
1066,Duplex All,Residential Low Density,Inside,Mitchel,Norm,Norm,Duplex,Lvl,Gtl,Pave,IR1
1067,2 Storey 1946 Newer,Residential Low Density,CulDSac,Gilbert,Norm,Norm,1Fam,Lvl,Gtl,Pave,IR1
1068,2 Storey 1946 Older,Residential Medium Density,Inside,OldTown,Norm,Norm,1Fam,Lvl,Gtl,Pave,Reg
1069,2 Storey 1946 Newer,Residential Low Density,Inside,Gilbert,Norm,Norm,1Fam,Lvl,Gtl,Pave,Reg
1070,2 Storey 1946 Newer,Residential Low Density,CulDSac,Gilbert,Norm,Norm,1Fam,Lvl,Gtl,Pave,IR1
1071,Split Foyer,Residential Low Density,Inside,NAmes,Norm,Norm,1Fam,Lvl,Gtl,Pave,IR1
1072,1 Storey PUD,Floating Village Residential,FR2,Somerst,Norm,Norm,TwnhsE,Lvl,Gtl,Pave,IR1
1073,Family Conversion,Residential Medium Density,Inside,OldTown,Artery,Norm,2fmCon,Lvl,Gtl,Pave,Reg
1075,1 Storey Newer All,Residential Low Density,Inside,NAmes,Norm,Norm,1Fam,Lvl,Gtl,Pave,Reg
1076,1.5 Finished,Residential Low Density,Inside,BrkSide,Norm,Norm,1Fam,Bnk,Gtl,Pave,Reg
1077,1.5 Finished,Residential Low Density,Inside,SWISU,Norm,Norm,1Fam,Bnk,Gtl,Pave,Reg
1078,1 Storey Newer All,Residential Medium Density,Corner,OldTown,Norm,Norm,1Fam,Lvl,Gtl,Pave,Reg
1079,1.5 Finished,Residential Medium Density,Inside,BrkSide,Norm,Norm,1Fam,Lvl,Gtl,Pave,Reg
1080,1 Storey Newer All,Residential Low Density,Corner,NAmes,Norm,Norm,1Fam,Lvl,Gtl,Pave,IR1
1081,2 Storey 1946 Newer,Residential Low Density,Inside,NridgHt,Norm,Norm,1Fam,Lvl,Gtl,Pave,Reg
1082,1 Storey Newer All,Residential Low Density,Inside,NAmes,Norm,Norm,1Fam,Lvl,Gtl,Pave,Reg
1083,1 Storey 1945 older,Residential Low Density,Inside,Crawfor,Norm,Norm,1Fam,Lvl,Gtl,Pave,Reg
1084,1 Storey Newer All,Residential Low Density,Inside,NridgHt,Norm,Norm,1Fam,Lvl,Gtl,Pave,IR1
1085,1 Storey Newer All,Residential Low Density,Inside,NWAmes,Norm,Norm,1Fam,Lvl,Gtl,Pave,Reg
1086,1.5 Finished,Residential Low Density,Inside,Crawfor,Norm,Norm,1Fam,Lvl,Gtl,Pave,Reg
1087,2 Storey 1946 Newer,Residential Low Density,Corner,StoneBr,Norm,Norm,1Fam,HLS,Gtl,Pave,IR1
1090,2 Storey 1946 Older,Residential Low Density,Inside,ClearCr,Norm,Norm,1Fam,Lvl,Gtl,Pave,Reg
1091,1 Storey Newer All,Residential Low Density,Inside,NAmes,Norm,Norm,1Fam,Lvl,Gtl,Pave,Reg
1092,2 Storey 1946 Newer,Residential Low Density,Inside,CollgCr,Norm,Norm,1Fam,Lvl,Gtl,Pave,Reg
1093,1 Storey 1945 older,Residential Low Density,Inside,SWISU,Norm,Norm,1Fam,Lvl,Gtl,Pave,IR1
1094,1 Storey Newer All,Residential Low Density,Inside,Edwards,Norm,Norm,1Fam,Lvl,Gtl,Pave,Reg
1095,1 Storey Newer All,Residential Low Density,Inside,NAmes,Norm,Norm,1Fam,Lvl,Gtl,Pave,Reg
1096,2 Storey 1946 Newer,Residential Low Density,Inside,Sawyer,Norm,Norm,1Fam,Lvl,Gtl,Pave,Reg
1097,2 Storey 1946 Older,Residential Low Density,Inside,Edwards,Artery,Norm,1Fam,Lvl,Gtl,Pave,Reg
1099,1 Storey Newer All,Residential Low Density,Inside,CollgCr,Norm,Norm,1Fam,Lvl,Gtl,Pave,Reg
1100,1 Storey Newer All,Residential Low Density,Inside,Sawyer,RRAe,Norm,1Fam,Lvl,Gtl,Pave,Reg
1101,Duplex All,Residential Low Density,Corner,NAmes,Norm,Norm,Duplex,Lvl,Gtl,Pave,Reg
1102,1 Storey Newer All,Residential Low Density,Inside,Edwards,Norm,Norm,1Fam,Lvl,Gtl,Pave,Reg
1103,1 Storey Newer All,Residential Low Density,Inside,CollgCr,Norm,Norm,1Fam,Lvl,Gtl,Pave,Reg
1104,1 Storey PUD,Residential Low Density,Inside,Greens,Norm,Norm,TwnhsE,Lvl,Gtl,Pave,IR1
1105,1 Storey Newer All,Residential Low Density,Inside,Gilbert,Norm,Norm,1Fam,Lvl,Gtl,Pave,IR1
1106,Split,Residential Low Density,Inside,NAmes,Norm,Norm,1Fam,Lvl,Gtl,Pave,IR1
1107,1 Storey Newer All,Residential Low Density,Inside,Edwards,Norm,Norm,1Fam,Lvl,Mod,Pave,Reg
1108,1 Storey Newer All,Residential Low Density,Corner,CollgCr,Norm,Norm,1Fam,Lvl,Gtl,Pave,Reg
1109,Family Conversion,Residential Medium Density,Inside,OldTown,Norm,Norm,2fmCon,Lvl,Gtl,Pave,Reg
1110,1 Storey Newer All,Residential Low Density,Inside,Gilbert,Norm,Norm,1Fam,Lvl,Gtl,Pave,IR1
1111,2 Storey 1946 Newer,Residential Low Density,Inside,CollgCr,Norm,Norm,1Fam,Lvl,Gtl,Pave,Reg
1112,2 Storey 1946 Older,Residential Medium Density,FR3,IDOTRR,Norm,Norm,1Fam,Lvl,Gtl,Pave,Reg
1113,2 Storey 1946 Newer,Residential Low Density,Inside,Gilbert,Norm,Norm,1Fam,Lvl,Gtl,Pave,IR1
1114,Split Foyer,Residential Low Density,Inside,NAmes,Norm,Norm,1Fam,Lvl,Gtl,Pave,IR1
1115,1 Storey PUD,Residential Low Density,Inside,StoneBr,Norm,Norm,TwnhsE,Lvl,Gtl,Pave,IR1
1116,1 Storey 1945 older,Residential Medium Density,Inside,OldTown,Artery,Norm,1Fam,Bnk,Gtl,Pave,Reg
1117,1 Storey Newer All,Residential Low Density,Inside,NoRidge,Norm,Norm,1Fam,Lvl,Gtl,Pave,Reg
1118,1 Storey Newer All,Residential Low Density,Inside,NAmes,Norm,Norm,1Fam,Lvl,Gtl,Pave,IR1
1119,1 Storey PUD,Residential Low Density,Inside,NPkVill,Norm,Norm,Twnhs,Lvl,Gtl,Pave,Reg
1120,1 Storey 1945 older,Residential Low Density,Inside,Crawfor,Norm,Norm,1Fam,Lvl,Gtl,Pave,Reg
1121,2 Storey PUD,Residential High Density,Inside,Landmrk,Norm,Norm,Twnhs,Lvl,Gtl,Pave,IR1
1122,1 Storey Newer All,Residential Low Density,Inside,NWAmes,Norm,Norm,1Fam,Lvl,Gtl,Pave,IR1
1123,1 Storey Newer All,Residential Low Density,Inside,Gilbert,Norm,Norm,1Fam,Lvl,Gtl,Pave,Reg
1124,Split,Residential Low Density,Inside,CollgCr,Norm,Norm,1Fam,Lvl,Gtl,Pave,IR1
1126,2 Storey 1946 Newer,Floating Village Residential,Corner,Somerst,Norm,Norm,1Fam,Lvl,Gtl,Pave,IR1
1127,1 Storey Newer All,Residential Low Density,Inside,NAmes,Norm,Norm,1Fam,Lvl,Gtl,Pave,Reg
1128,1 Storey Newer All,Residential Low Density,Inside,NAmes,Norm,Norm,1Fam,Lvl,Gtl,Pave,Reg
1129,1 Storey Newer All,Floating Village Residential,Inside,Somerst,Norm,Norm,1Fam,Lvl,Gtl,Pave,Reg
1130,1 Storey Newer All,Residential Low Density,Inside,NWAmes,Norm,Norm,1Fam,Lvl,Gtl,Pave,Reg
1131,2 Storey PUD,Residential Medium Density,Inside,MeadowV,Norm,Norm,TwnhsE,Lvl,Gtl,Pave,Reg
1132,1 Storey Newer All,Residential Low Density,Inside,NridgHt,Norm,Norm,1Fam,Lvl,Gtl,Pave,IR1
1133,2 Storey 1946 Newer,Residential Low Density,Inside,NWAmes,Norm,Norm,1Fam,Lvl,Gtl,Pave,Reg
1134,2.5 Story All,Residential Medium Density,Corner,OldTown,Norm,Norm,1Fam,Lvl,Gtl,Pave,Reg
1135,1 Storey Newer All,Residential Low Density,Inside,NWAmes,Feedr,Norm,1Fam,Lvl,Gtl,Pave,Reg
1136,1 Storey Newer All,Residential Low Density,Inside,StoneBr,Norm,Norm,1Fam,HLS,Gtl,Pave,Reg
1138,2 Storey PUD,Floating Village Residential,Inside,Somerst,Norm,Norm,Twnhs,Lvl,Gtl,Pave,Reg
1139,2 Storey 1946 Newer,Floating Village Residential,Inside,Somerst,Norm,Norm,1Fam,Lvl,Gtl,Pave,Reg
1140,2 Storey 1946 Newer,Floating Village Residential,Inside,Somerst,Norm,Norm,1Fam,Lvl,Gtl,Pave,IR1
1141,2.5 Story All,Residential Medium Density,Inside,OldTown,Artery,PosA,1Fam,Lvl,Gtl,Pave,Reg
1142,1 Storey Newer All,Residential Low Density,Inside,Veenker,Norm,Norm,1Fam,Low,Gtl,Pave,IR1
1143,2 Storey 1946 Newer,Residential Low Density,Inside,NoRidge,Norm,Norm,1Fam,Lvl,Gtl,Pave,IR1
1144,1 Storey Newer All,Residential Low Density,CulDSac,Sawyer,RRNe,Norm,1Fam,Lvl,Gtl,Pave,IR1
1145,1 Storey 1945 older,Residential Medium Density,Inside,BrkSide,Norm,Norm,1Fam,Lvl,Gtl,Pave,Reg
1146,2 Storey 1946 Newer,Residential Low Density,Inside,Gilbert,Norm,Norm,1Fam,Lvl,Gtl,Pave,IR1
1148,1 Storey Newer All,Residential Low Density,Inside,NAmes,Feedr,Norm,1Fam,Lvl,Gtl,Pave,Reg
1149,1 Storey Newer All,Residential Low Density,Inside,CollgCr,Norm,Norm,1Fam,Lvl,Gtl,Pave,Reg
1150,1 Storey Newer All,Residential Low Density,Inside,CollgCr,Norm,Norm,1Fam,Lvl,Gtl,Pave,IR2
1151,2 Storey PUD,Floating Village Residential,Corner,Somerst,Norm,Norm,TwnhsE,Lvl,Gtl,Pave,Reg
1152,1 Storey Newer All,Residential Low Density,CulDSac,Crawfor,Norm,Norm,1Fam,Lvl,Gtl,Pave,IR1
1153,2 Storey 1946 Newer,Residential Low Density,Inside,CollgCr,Norm,Norm,1Fam,Lvl,Gtl,Pave,Reg
1154,1 Storey Newer All,Residential Low Density,Inside,NAmes,Norm,Norm,1Fam,Lvl,Gtl,Pave,Reg
1155,2 Storey 1946 Newer,Residential Low Density,Inside,Gilbert,RRAn,Norm,1Fam,Lvl,Gtl,Pave,IR3
1156,1 Storey Newer All,Residential Low Density,Inside,Mitchel,Norm,Norm,1Fam,Lvl,Gtl,Pave,Reg
1158,1 Storey Newer All,Residential Low Density,Inside,CollgCr,Norm,Norm,1Fam,Lvl,Gtl,Pave,Reg
1159,1 Storey 1945 older,Residential Medium Density,Corner,IDOTRR,Norm,Norm,1Fam,Lvl,Gtl,Pave,Reg
1160,2 Storey 1946 Newer,Residential Low Density,Inside,NridgHt,Norm,Norm,1Fam,Lvl,Gtl,Pave,Reg
1161,1 Storey Newer All,Residential Low Density,CulDSac,Mitchel,Norm,Norm,1Fam,Lvl,Gtl,Pave,IR1
1162,1 Storey Newer All,Residential Low Density,Inside,SawyerW,RRAe,Norm,1Fam,Lvl,Gtl,Pave,Reg
1163,1 Storey Newer All,Residential Low Density,Inside,NAmes,Norm,Norm,1Fam,Lvl,Gtl,Pave,Reg
1164,1 Storey Newer All,Residential Low Density,Inside,NridgHt,Norm,Norm,1Fam,Lvl,Gtl,Pave,Reg
1165,1 Storey Newer All,Residential Low Density,CulDSac,Veenker,Norm,Norm,1Fam,Lvl,Gtl,Pave,IR1
1166,Duplex All,Residential Low Density,Inside,SawyerW,Norm,Norm,Duplex,Lvl,Gtl,Pave,Reg
1167,1 Storey Newer All,Residential Low Density,Inside,Gilbert,Norm,Norm,1Fam,Lvl,Gtl,Pave,IR1
1168,2 Storey 1946 Newer,Residential Low Density,Inside,Gilbert,Norm,Norm,1Fam,Lvl,Gtl,Pave,Reg
1169,1 Storey Newer All,Residential Low Density,Inside,Mitchel,Norm,Norm,1Fam,Lvl,Gtl,Pave,Reg
1170,2 Storey 1946 Newer,Residential Low Density,CulDSac,StoneBr,Norm,Norm,1Fam,HLS,Gtl,Pave,IR2
1171,Split,Residential Low Density,Corner,NAmes,Norm,Norm,1Fam,Lvl,Gtl,Pave,IR1
1172,1 Storey Newer All,Residential Low Density,Inside,NAmes,Norm,Norm,1Fam,Lvl,Gtl,Pave,Reg
1173,1 Storey Newer All,Residential Low Density,Inside,NAmes,Norm,Norm,1Fam,Lvl,Gtl,Pave,IR1
1174,1 Storey Newer All,Residential Low Density,Inside,Sawyer,Norm,Norm,1Fam,Lvl,Gtl,Pave,Reg
1175,1 Storey PUD,Residential Low Density,Inside,Blmngtn,Norm,Norm,TwnhsE,Lvl,Gtl,Pave,Reg
1176,1.5 Finished,Residential Medium Density,Inside,IDOTRR,Norm,Norm,1Fam,Lvl,Gtl,Pave,Reg
1177,2 Storey 1946 Newer,Residential Low Density,Inside,Gilbert,Norm,Norm,1Fam,Lvl,Gtl,Pave,IR1
1178,1 Storey 1945 older,Residential Medium Density,Inside,OldTown,Artery,Norm,1Fam,Lvl,Gtl,Pave,Reg
1179,1 Storey Newer All,Residential Low Density,Inside,CollgCr,Norm,Norm,1Fam,Lvl,Gtl,Pave,Reg
1180,1.5 Finished,Residential Low Density,Inside,NAmes,Artery,Norm,1Fam,Lvl,Gtl,Pave,Reg
1181,1.5 Finished,Residential Low Density,Inside,Sawyer,Norm,Norm,1Fam,Lvl,Gtl,Pave,Reg
1182,1 Storey Newer All,Residential Low Density,Inside,Edwards,Norm,Norm,1Fam,Lvl,Gtl,Pave,Reg
1183,1 Storey Newer All,Residential Low Density,Corner,NAmes,Norm,Norm,1Fam,Lvl,Gtl,Pave,IR1
1184,1 Storey Newer All,Residential Low Density,Inside,CollgCr,Norm,Norm,1Fam,Lvl,Gtl,Pave,IR1
1185,1 Storey Newer All,Residential Low Density,Inside,SawyerW,Norm,Norm,1Fam,Lvl,Gtl,Pave,Reg
1186,1 Storey Newer All,Residential Low Density,Inside,CollgCr,Norm,Norm,1Fam,Lvl,Gtl,Pave,Reg
1187,1 Storey Newer All,Residential Low Density,Inside,Somerst,Norm,Norm,1Fam,Lvl,Gtl,Pave,Reg
1188,1 Storey Newer All,Residential Low Density,Corner,Timber,Norm,Norm,1Fam,HLS,Gtl,Pave,IR1
1189,1.5 Finished,Residential Low Density,Inside,Edwards,Norm,Norm,1Fam,Lvl,Gtl,Pave,Reg
1190,1 Storey Newer All,Residential Medium Density,Inside,OldTown,Norm,Norm,1Fam,Lvl,Gtl,Pave,Reg
1191,1 Storey 1945 older,Residential Medium Density,Inside,OldTown,Norm,Norm,1Fam,Lvl,Gtl,Pave,Reg
1192,1 Storey Newer All,C (all),Inside,IDOTRR,Norm,Norm,1Fam,Bnk,Mod,Grvl,Reg
1193,1.5 Finished,Residential Medium Density,Inside,OldTown,Artery,Norm,1Fam,Lvl,Gtl,Pave,Reg
1194,1 Storey Newer All,Residential Low Density,Inside,Timber,Norm,Norm,1Fam,Lvl,Gtl,Pave,IR1
1195,1 Storey Newer All,Residential Low Density,Inside,NAmes,Norm,Norm,1Fam,Lvl,Gtl,Pave,Reg
1196,1 Storey Newer All,Residential Low Density,Corner,Timber,Norm,Norm,1Fam,Lvl,Gtl,Pave,Reg
1197,1 Storey PUD,Residential Medium Density,Inside,MeadowV,Norm,Norm,TwnhsE,Lvl,Gtl,Pave,Reg
1198,1 Storey Newer All,Residential Low Density,Corner,Edwards,Norm,Norm,1Fam,Lvl,Gtl,Pave,Reg
1199,1 Storey Newer All,Residential Low Density,Inside,Timber,Norm,Norm,1Fam,Lvl,Gtl,Pave,Reg
1200,1 Storey Newer All,Residential Low Density,Corner,Mitchel,Norm,Norm,1Fam,Bnk,Gtl,Pave,Reg
1201,2 Storey 1946 Newer,Residential Low Density,Inside,NoRidge,Norm,Norm,1Fam,Low,Mod,Pave,Reg
1202,2 Storey 1946 Newer,Residential Low Density,Inside,CollgCr,Norm,Norm,1Fam,Lvl,Gtl,Pave,Reg
1203,Split,Residential Low Density,CulDSac,Gilbert,Norm,Norm,1Fam,Lvl,Gtl,Pave,IR1
1205,2 Storey 1946 Newer,Residential Low Density,Inside,CollgCr,Norm,Norm,1Fam,Lvl,Gtl,Pave,IR1
1206,1 Storey Newer All,Floating Village Residential,Inside,Somerst,Norm,Norm,1Fam,Lvl,Gtl,Pave,Reg
1207,2 Storey 1946 Newer,Residential Low Density,CulDSac,NWAmes,Norm,Norm,1Fam,Lvl,Gtl,Pave,IR1
1208,1 Storey Newer All,Residential Low Density,Corner,Sawyer,Norm,Norm,1Fam,Lvl,Gtl,Pave,IR1
1209,1 Storey Newer All,Residential Low Density,Inside,Somerst,Norm,Norm,1Fam,Lvl,Gtl,Pave,Reg
1210,1 Storey Newer All,Residential Low Density,Inside,NWAmes,RRAn,Norm,1Fam,Lvl,Gtl,Pave,Reg
1212,2 Storey 1946 Older,Residential Medium Density,Corner,OldTown,Feedr,Norm,1Fam,Lvl,Gtl,Pave,IR1
1213,1 Storey Newer All,Residential Low Density,Corner,NAmes,Norm,Norm,1Fam,Lvl,Gtl,Pave,Reg
1214,1 Storey Newer All,Residential Low Density,Inside,CollgCr,Norm,Norm,1Fam,Lvl,Gtl,Pave,Reg
1215,1 Storey PUD,Residential Low Density,Inside,NPkVill,Norm,Norm,TwnhsE,Lvl,Gtl,Pave,Reg
1216,1 Storey PUD,Residential Medium Density,Inside,MeadowV,Norm,Norm,TwnhsE,Lvl,Gtl,Pave,Reg
1217,Family Conversion,Residential Low Density,Inside,Sawyer,Norm,Norm,2fmCon,Lvl,Gtl,Pave,Reg
1218,1 Storey Newer All,Residential Low Density,Inside,SawyerW,Norm,Norm,1Fam,Lvl,Gtl,Pave,Reg
1219,1 Storey Newer All,Residential Low Density,Corner,Gilbert,Norm,Norm,1Fam,Lvl,Gtl,Pave,Reg
1220,1 Storey 1945 older,Residential Medium Density,Corner,OldTown,Artery,Norm,1Fam,Lvl,Gtl,Pave,Reg
1221,1 Storey Newer All,Residential Low Density,Inside,Somerst,Norm,Norm,1Fam,Lvl,Gtl,Pave,Reg
1223,1 Storey PUD,Residential Low Density,Inside,Blmngtn,Norm,Norm,TwnhsE,Lvl,Gtl,Pave,Reg
1224,1 Storey Newer All,Residential Low Density,Inside,Gilbert,Norm,Norm,1Fam,Lvl,Gtl,Grvl,Reg
1225,1 Storey Newer All,Residential Low Density,Corner,NAmes,Norm,Norm,1Fam,Lvl,Gtl,Pave,IR1
1226,2 Storey PUD,Residential Medium Density,Inside,BrDale,Norm,Norm,Twnhs,Lvl,Gtl,Pave,Reg
1227,1 Storey Newer All,Residential Low Density,Inside,NridgHt,Norm,Norm,1Fam,HLS,Mod,Pave,Reg
1228,2 Storey 1946 Newer,Residential Low Density,Inside,CollgCr,Norm,Norm,1Fam,Lvl,Gtl,Pave,IR1
1229,2 Storey 1946 Newer,Residential Low Density,Inside,NridgHt,Norm,Norm,1Fam,Lvl,Gtl,Pave,IR1
1230,2 Storey 1946 Newer,Residential Low Density,Inside,NWAmes,Norm,Norm,1Fam,Lvl,Gtl,Pave,Reg
1231,1 Storey PUD,Residential Low Density,Inside,StoneBr,Norm,Norm,TwnhsE,HLS,Gtl,Pave,IR1
1232,1 Storey PUD,Residential Medium Density,Corner,Crawfor,Artery,Norm,TwnhsE,HLS,Mod,Pave,IR1
1233,1 Storey Newer All,Residential Low Density,Inside,NWAmes,Norm,Norm,1Fam,Lvl,Gtl,Pave,IR1
1234,1.5 Finished,Residential Medium Density,Corner,OldTown,Norm,Norm,1Fam,Lvl,Gtl,Pave,Reg
1235,2 Storey 1946 Older,Residential Medium Density,Inside,OldTown,Norm,Norm,1Fam,Lvl,Gtl,Pave,Reg
